blog-catalog_Node2Vec-Embedding.emb,DecisionTreeClassifier,0.1,0.08856661379954332,0.17199184228416045
blog-catalog_Node2Vec-Embedding.emb,KNeighborsClassifier,0.1,0.13524899116230155,0.26332288401253917
blog-catalog_Node2Vec-Embedding.emb,MLPClassifier,0.1,0.19884938089105533,0.3270935960591133
blog-catalog_Node2Vec-Embedding.emb,RandomForestClassifier,0.1,0.059085656980445087,0.14971209213051825
blog-catalog_Node2Vec-Embedding.emb,TopKRanker,0.1,0.21585203533893113,0.38488453463960814
blog-catalog_Node2Vec-Embedding.emb,DecisionTreeClassifier,0.2,0.09931971990856144,0.17021996615905247
blog-catalog_Node2Vec-Embedding.emb,KNeighborsClassifier,0.2,0.1258410047319292,0.26170212765957446
blog-catalog_Node2Vec-Embedding.emb,MLPClassifier,0.2,0.19402307824082987,0.326297491929476
blog-catalog_Node2Vec-Embedding.emb,RandomForestClassifier,0.2,0.05352826439940466,0.13674659753726506
blog-catalog_Node2Vec-Embedding.emb,TopKRanker,0.2,0.2217679156445787,0.3919774806474314
blog-catalog_Node2Vec-Embedding.emb,DecisionTreeClassifier,0.3,0.0889098430842446,0.1571316173991233
blog-catalog_Node2Vec-Embedding.emb,KNeighborsClassifier,0.3,0.12064728045877351,0.24897595725734642
blog-catalog_Node2Vec-Embedding.emb,MLPClassifier,0.3,0.20487341923494368,0.3293618410314999
blog-catalog_Node2Vec-Embedding.emb,RandomForestClassifier,0.3,0.05603199320386246,0.13684437729333046
blog-catalog_Node2Vec-Embedding.emb,TopKRanker,0.3,0.22000591266378478,0.3821670957172946
blog-catalog_Node2Vec-Embedding.emb,DecisionTreeClassifier,0.4,0.09205992569445737,0.16663866957836385
blog-catalog_Node2Vec-Embedding.emb,KNeighborsClassifier,0.4,0.12506913626365174,0.2554773602443235
blog-catalog_Node2Vec-Embedding.emb,MLPClassifier,0.4,0.18913098721009655,0.31654676258992803
blog-catalog_Node2Vec-Embedding.emb,RandomForestClassifier,0.4,0.050224191258955976,0.12564935064935065
blog-catalog_Node2Vec-Embedding.emb,TopKRanker,0.4,0.2190731603534636,0.384722706662016
blog-catalog_Node2Vec-Embedding.emb,DecisionTreeClassifier,0.5,0.08770030311346545,0.16005389019872013
blog-catalog_Node2Vec-Embedding.emb,KNeighborsClassifier,0.5,0.12551349874220716,0.25620188195038496
blog-catalog_Node2Vec-Embedding.emb,MLPClassifier,0.5,0.18405866398647483,0.3139047619047619
blog-catalog_Node2Vec-Embedding.emb,RandomForestClassifier,0.5,0.05112329044842222,0.12639501686997145
blog-catalog_Node2Vec-Embedding.emb,TopKRanker,0.5,0.21331715742029805,0.3835616438356164
blog-catalog_Node2Vec-Embedding.emb,DecisionTreeClassifier,0.6,0.09277238993242125,0.16397433060411598
blog-catalog_Node2Vec-Embedding.emb,KNeighborsClassifier,0.6,0.11907066001042746,0.2512223308738554
